Title
"12th International Conference on Fuzzy Systems and Knowledge Discovery, FSKD 2015, Zhangjiajie, China, August 15-17, 2015."
A kind of monotonic similarity measure of interval-valued fuzzy sets.
A multi-indices based method for fuzzy number comparison and ranking in fuzzy decision making.
